Number of filtered points
962
size of first file points 962
size of the normals 962
-0.032733,-0.0329544,0.0069733
-0.0245182,-0.0334432,0.00640577
-0.019019,-0.0320126,0.00752509
-0.0430337,-0.0230932,0.00708173
-0.0352843,-0.025838,0.00467252
-0.025232,-0.0263653,0.0031116
-0.0147216,-0.0251651,0.00562979
-0.00760533,-0.0211641,0.00769044
-0.0461114,-0.0156246,0.00619583
-0.0358797,-0.016287,0.00296885
-0.012366,-0.0161037,0.00243266
-0.0045206,-0.0154584,0.00515221
0.00213194,-0.0123099,0.00713495
-0.0451695,-0.00526361,0.00630672
-0.0347099,-0.00475412,0.00323337
-0.0260255,-0.0046347,0.00232957
-0.0147978,-0.00715935,0.00187077
-0.00339906,-0.00750478,0.00238747
0.00484511,-0.0055503,0.00411065
0.013371,-0.00290513,0.00675167
-0.0415033,0.00156073,0.00849612
-0.0345461,0.00489693,0.00624834
-0.0253917,0.00487695,0.00292161
-0.015963,0.00507552,0.00195084
-0.00431076,0.00507552,0.00159279
0.00588497,0.00507552,0.00191327
0.0149332,0.00448831,0.00326488
0.024623,0.00571627,0.00664028
-0.0305284,0.0103041,0.00849612
-0.0244734,0.0135703,0.00643096
-0.0159632,0.0164442,0.00414734
-0.00531609,0.0173104,0.00206126
0.00442843,0.0167278,0.00187694
0.0141387,0.0157568,0.00197364
0.025157,0.0142996,0.00323496
0.0311719,0.0151711,0.00684017
-0.0125291,0.0233831,0.0067346
-0.00549715,0.0260796,0.00429691
0.00276152,0.0280253,0.00257547
0.0162205,0.0270358,0.0023541
0.0257996,0.0257759,0.00454442
0.0307783,0.0235553,0.00784019
-0.00294826,0.0324359,0.00685207
0.00423126,0.0354726,0.00548441
0.0149958,0.0349068,0.00462572
0.0232719,0.0326648,0.00669612
0.00777368,0.0400323,0.0088098
0.0129285,0.0401329,0.00849451
-0.0333679,-0.0342538,0.0146333
-0.0254379,-0.0354749,0.0138768
-0.0179641,-0.0318357,0.0143223
-0.0439379,-0.0242929,0.0143223
-0.0391377,-0.0297401,0.0143223
-0.0129118,-0.0271522,0.0143223
-0.00787073,-0.0221286,0.0148431
-0.0505364,-0.0133739,0.0155717
-0.0485354,-0.0182604,0.0139061
-0.00285006,-0.0175324,0.0140309
0.00256648,-0.0131416,0.0145871
-0.0505024,-0.00876154,0.0143223
-0.0472789,-0.00274615,0.0136763
0.00709518,-0.00930377,0.0143223
0.0146655,-0.00370225,0.0143223
-0.0425832,0.00193916,0.0145235
-0.0363032,0.00649043,0.0143223
0.0255873,0.00442204,0.0143223
0.030646,0.0089524,0.0143223
-0.0306083,0.0109662,0.014225
-0.0249175,0.01551,0.0143223
-0.0191334,0.0197646,0.0143223
0.0335316,0.0153703,0.0136799
-0.0136257,0.024052,0.0143223
-0.00796256,0.02911,0.0143223
0.028807,0.0287792,0.013594
0.0319145,0.0240893,0.0145871
-0.00354406,0.0334304,0.0143223
0.00209554,0.0382937,0.0143223
0.0189938,0.0390031,0.0143223
0.0243007,0.034072,0.0144936
0.0062319,0.040415,0.0143223
0.0142121,0.0408529,0.0143223
-0.0336074,-0.0339431,0.0240645
-0.025432,-0.0355337,0.0245862
-0.0187442,-0.0323363,0.0250035
-0.0438339,-0.0242153,0.024518
-0.0389035,-0.0294809,0.024518
-0.0133713,-0.0274388,0.0240138
-0.00760127,-0.0217333,0.0249279
-0.0506908,-0.0131781,0.0235354
-0.0483727,-0.0187718,0.024518
-0.0026168,-0.0171764,0.0242267
0.00306467,-0.0130868,0.0248541
-0.0505753,-0.0094898,0.024518
-0.0473267,-0.00306065,0.0246328
0.00740695,-0.00954278,0.024368
0.0145766,-0.00362381,0.024518
-0.0421479,0.00213215,0.024234
-0.0362564,0.0064331,0.024518
0.0254757,0.00454042,0.024518
0.030646,0.0088861,0.024518
-0.0304895,0.010871,0.0247809
-0.0247871,0.0153668,0.024518
-0.0190181,0.019696,0.0238938
0.033605,0.0147921,0.0247738
-0.0136311,0.0242204,0.0247261
-0.00813272,0.0289794,0.0238938
0.0292302,0.0283801,0.024518
0.0321905,0.0240306,0.024518
-0.00375719,0.0332154,0.024775
0.00212707,0.0383503,0.024518
0.0189938,0.0388236,0.024518
0.0244643,0.0338301,0.024518
0.00597842,0.0405605,0.024518
0.0141575,0.0408871,0.024518
-0.0329886,-0.0340829,0.0347949
-0.024675,-0.035532,0.0346319
-0.0180032,-0.0319244,0.0347137
-0.0437476,-0.0241587,0.0347137
-0.0387784,-0.0293813,0.0347137
-0.0123823,-0.0267249,0.0349218
-0.00733995,-0.0217493,0.0342976
-0.0504799,-0.0131311,0.0339855
-0.0486803,-0.0178012,0.0350779
-0.00294163,-0.0180696,0.0347137
0.00369779,-0.0129323,0.0344544
-0.0506074,-0.0094898,0.0347137
-0.0473277,-0.00296086,0.0347137
0.0080061,-0.0094898,0.0347137
0.0148138,-0.00386831,0.0347137
-0.0421484,0.00213436,0.0352753
-0.0364738,0.00665721,0.0347137
0.0255274,0.00443474,0.0347137
0.030646,0.00946355,0.0347137
-0.0305276,0.0109019,0.0350839
-0.024816,0.0154111,0.0347137
-0.0195186,0.0196409,0.0347137
0.0333742,0.0150732,0.0347137
-0.0145582,0.0239021,0.0344939
-0.0094298,0.0283801,0.0347137
0.0293882,0.0283801,0.0347137
0.0322191,0.0240743,0.0347137
-0.0042852,0.0327387,0.0347137
0.00101488,0.0375698,0.0347137
0.0189938,0.0393628,0.0347137
0.024603,0.0339609,0.0347137
0.00523328,0.0404882,0.0344138
0.0143973,0.0413445,0.0347137
-0.0330482,-0.0342514,0.0451537
-0.0246033,-0.0355914,0.0449095
-0.0179391,-0.0319672,0.0449095
-0.0437432,-0.0241536,0.0449095
-0.0387671,-0.0293315,0.0449095
-0.0127596,-0.027272,0.0449095
-0.00754906,-0.0224635,0.0449095
-0.0504433,-0.0136513,0.0455337
-0.0485097,-0.0183352,0.0444239
-0.00272454,-0.0184417,0.0449095
0.00383249,-0.0131351,0.0449095
-0.0506175,-0.0094898,0.0449095
-0.047684,-0.00319278,0.0445858
0.00827968,-0.0094898,0.0449095
0.0152629,-0.00384156,0.0448609
-0.0429281,0.00190598,0.0454921
-0.036918,0.00673597,0.0451095
0.025654,0.00434653,0.0449095
0.030646,0.00901322,0.0449095
-0.0309026,0.0112062,0.0449095
-0.0244866,0.0163406,0.044906
0.0336484,0.0147958,0.0446944
-0.0145646,0.0242639,0.0449506
-0.00944192,0.0283801,0.0449095
0.0296993,0.0283801,0.0449095
0.0324642,0.0242847,0.0450539
-0.00439834,0.0328901,0.0449095
0.000797184,0.03774,0.0449095
0.0189938,0.0396577,0.0449095
0.0244038,0.0342196,0.0448432
0.00518961,0.0406702,0.0449095
0.0144925,0.0413725,0.0449095
-0.0333775,-0.0341519,0.0551052
-0.0244959,-0.0356742,0.0551052
-0.017962,-0.0321044,0.054662
-0.0436353,-0.0240698,0.0551052
-0.0387862,-0.0293558,0.0551052
-0.0127498,-0.0273268,0.0551052
-0.00655714,-0.0219645,0.0551052
-0.0504598,-0.0131311,0.0543769
-0.0486369,-0.0177224,0.0554693
-0.00169448,-0.0179739,0.0551052
0.00385545,-0.0134642,0.0550941
-0.0505274,-0.0094898,0.0551052
-0.0475512,-0.00308443,0.0553133
0.00861363,-0.0094898,0.0551052
0.0152352,-0.00398701,0.0549808
-0.0427623,0.00198888,0.054689
-0.0366058,0.00684225,0.0551052
